tip	genome_id_or_accession	origin	culture_status	species	clade	genome_size_Mb	GC_pct	coding_density_pct	acidic_residues_pct	urease	ectoine_synthase	rhodopsin	salinity_habitat	completeness_pct	contamination_pct	biome	ncbi_organism_name	ncbi_genus	pathogenicity	coding_density_pct_uniform_prodigal	n_contigs	assembly_status	completeness_ncbi_checkm_pct	contamination_ncbi_checkm_pct	completeness_source	checkm2_this_study_completeness_pct	checkm2_this_study_contamination_pct	completeness_used_pct
RS_GCF_041287235.1	GCF_041287235.1	GTDB reference	MAG / uncultured	Mycobacterium sp041287235	SGM	5.943	66.14	90.97	11.35	absent	absent	absent					Mycobacterium sp. pR1184	not validly named	non_pathogen	92.17	47	draft	98.98	1.36	CheckM2 v1.0.1 (this study)	100	0.18	100
RS_GCF_010731715.1	GCF_010731715.1	GTDB reference	Cultured isolate	Mycobacterium stomatepiae	SGM	6.211	65.96	82.06	11.35	present	absent	absent					Mycobacterium stomatepiae	Mycobacterium	non_pathogen	90.94	1	closed	98.04	2.01	complete by definition (isolate)			100
RS_GCF_010730355.1	GCF_010730355.1	GTDB reference	NTM (isolate)	Mycobacterium florentinum	SGM	6.22	66.38	90.35	11.39	present	absent	absent					Mycobacterium florentinum	Mycobacterium	opportunistic_pathogen	92.15	1	closed	98.65	1.33	complete by definition (isolate)			100
RS_GCF_026625985.1	GCF_026625985.1	GTDB reference	MAG / uncultured	Mycobacterium sp026625985	SGM	6.003	66	90.85	11.43	present	absent	absent					Mycobacterium sp. Aquia_213	not validly named	non_pathogen	91.98	1	closed	99.04	1.75	complete by definition (closed)			100
RS_GCF_026723865.1	GCF_026723865.1	GTDB reference	MAG / uncultured	Mycobacterium sp026723865	SGM	6.179	65.67	89.74	11.33	present	absent	absent					Mycobacterium sp. Aquia_216	not validly named	non_pathogen	90.94	2	draft	98.65	0.89	CheckM2 v1.0.1 (this study)	100	0.1	100
RS_GCF_025823255.1	GCF_025823255.1	GTDB reference	Cultured isolate	Mycobacterium montefiorense	SGM	5.633	65.22	86.35	11.28	present	absent	absent					Mycobacterium montefiorense	Mycobacterium	non_pathogen	91.68	18	draft	98.25	1.11	complete by definition (isolate)			100
GB_GCA_035996225.1	GCA_035996225.1	GTDB reference	MAG / uncultured	Mycobacterium sp035996225	SGM	5.548	65.51	89.44	11.34	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.26	453	draft			CheckM2 v1.0.1 (this study)	99.99	3.61	99.99
RS_GCF_002356315.1	GCF_002356315.1	GTDB reference	Cultured isolate	Mycobacterium shigaense	SGM	5.233	67.26	88.41	11.3	present	absent	absent					Mycobacterium shigaense	Mycobacterium	non_pathogen	91.41	1	closed	98.84	0.99	complete by definition (isolate)			100
RS_GCF_900157375.1	GCF_900157375.1	GTDB reference	Cultured isolate	Mycobacterium rhizamassiliense	SGM	6.015	67.22	90.11	11.6	present	absent	absent					Mycobacterium rhizamassiliense	Mycobacterium	non_pathogen	91.79	1	closed	99.45	0.71	complete by definition (isolate)			100
RS_GCF_900157365.1	GCF_900157365.1	GTDB reference	Cultured isolate	Mycobacterium numidiamassiliense	SGM	6.249	65.85	87.19	11.48	absent	absent	absent					Mycobacterium numidiamassiliense	Mycobacterium	non_pathogen	91.08	4	draft	98.41	4.73	complete by definition (isolate)			100
GB_GCA_035472875.1	GCA_035472875.1	GTDB reference	MAG / uncultured	Mycobacterium sp035472875	SGM	3.503	65.73	87.94	11.26	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.74	618	draft	72.94	2.58	CheckM2 v1.0.1 (this study)	67.28	1.02	67.28
GB_GCA_035511785.1	GCA_035511785.1	GTDB reference	MAG / uncultured	Mycobacterium sp035511785	SGM	4.509	65.95	87.26	11.44	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	90.09	503	draft	80.33	3.22	CheckM2 v1.0.1 (this study)	83.82	5.82	83.82
GB_GCA_036495965.1	GCA_036495965.1	GTDB reference	MAG / uncultured	Mycobacterium sp036495965	SGM	5.152	64.82	86.14	11.36	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	89.42	501	draft	85.06	2.81	CheckM2 v1.0.1 (this study)	87.42	1.6	87.42
GB_GCA_035552295.1	GCA_035552295.1	GTDB reference	MAG / uncultured	Mycobacterium sp035552295	SGM	4.192	65.56	89.55	11.46	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.55	355	draft	83.44	6.8	CheckM2 v1.0.1 (this study)	83.03	3.37	83.03
RS_GCF_001954195.1	GCF_001954195.1	GTDB reference	MAG / uncultured	Mycobacterium sp001954195	SGM	4.923	67.28	91.08	11.48	absent	absent	absent					Mycobacterium sp. IS-1264	not validly named	non_pathogen	93.29	101	draft	98.68	0.22	CheckM2 v1.0.1 (this study)	100	0.03	100
RS_GCF_001954275.1	GCF_001954275.1	GTDB reference	MAG / uncultured	Mycobacterium sp001954275	SGM	5.0	67.22	91.88	11.48	absent	absent	absent					Mycobacterium sp. IS-836	not validly named	non_pathogen	93.13	94	draft	97.99	0.12	CheckM2 v1.0.1 (this study)	100	0.03	100
RS_GCF_035616495.1	GCF_035616495.1	GTDB reference	MAG / uncultured	Mycobacterium sp035616495	SGM	5.198	68.61	91.43	11.43	absent	absent	absent					Mycobacterium sp. 663a-19	not validly named	non_pathogen	92.47	58	draft	98.76	0.08	CheckM2 v1.0.1 (this study)	100	0.16	100
GB_GCA_003165155.1	GCA_003165155.1	GTDB reference	MAG / uncultured	Mycobacterium sp003165155	SGM	5.258	64.95	89.58	11.15	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	89.98	341	draft	82.02	3.31	CheckM2 v1.0.1 (this study)	89.64	0.63	89.64
spire_mag_01677777.fa	spire_mag_01677777	SPIRE MAG	MAG / uncultured	Mycobacterium sp003165155	SGM	5.46	64.92	90.53	11.21	absent	absent	absent		99.81	1.69	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	90.53	488	draft			CheckM2 v1.0.1 (this study)	99.37	1.64	99.37
spire_mag_01678249.fa	spire_mag_01678249	SPIRE MAG	MAG / uncultured	Mycobacterium sp003165155	SGM	5.341	64.94	90.63	11.22	absent	absent	absent		100.0	1.42	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	90.63	348	draft			CheckM2 v1.0.1 (this study)	100	1.41	100
spire_mag_01678280.fa	spire_mag_01678280	SPIRE MAG	MAG / uncultured	Mycobacterium sp003165155	SGM	5.478	64.91	90.61	11.22	absent	absent	absent		94.69	2.67	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	90.61	567	draft			CheckM2 v1.0.1 (this study)	94.02	2.61	94.02
spire_mag_01679848.fa	spire_mag_01679848	SPIRE MAG	MAG / uncultured	Mycobacterium sp003165155	SGM	5.408	64.91	90.46	11.24	absent	absent	absent		100.0	0.57	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	90.46	257	draft			CheckM2 v1.0.1 (this study)	100	0.58	100
spire_mag_01681850.fa	spire_mag_01681850	SPIRE MAG	MAG / uncultured	Mycobacterium sp003165155	SGM	5.631	64.8	90.27	11.25	absent	absent	absent		99.69	2.94	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	90.27	420	draft			CheckM2 v1.0.1 (this study)	99.53	2.92	99.53
spire_mag_01682807.fa	spire_mag_01682807	SPIRE MAG	MAG / uncultured	Mycobacterium sp003165155	SGM	5.091	65.04	91.01	11.24	absent	absent	absent		99.4	0.65	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	91.01	431	draft			CheckM2 v1.0.1 (this study)	99.17	0.64	99.17
spire_mag_01680964.fa	spire_mag_01680964	SPIRE MAG	MAG / uncultured	Mycobacterium sp003165155	SGM	5.44	64.94	90.61	11.23	absent	absent	absent		100.0	1.3	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	90.61	250	draft			CheckM2 v1.0.1 (this study)	99.99	1.32	99.99
spire_mag_01681793.fa	spire_mag_01681793	SPIRE MAG	MAG / uncultured	Mycobacterium sp003165155	SGM	5.174	64.96	90.7	11.26	absent	absent	absent		99.97	2.5	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	90.7	524	draft			CheckM2 v1.0.1 (this study)	99.96	2.51	99.96
spire_mag_01682165.fa	spire_mag_01682165	SPIRE MAG	MAG / uncultured	Mycobacterium sp003165155	SGM	5.462	64.95	90.57	11.2	absent	absent	absent		99.97	4.04	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	90.57	431	draft			CheckM2 v1.0.1 (this study)	99.93	4.06	99.93
spire_mag_01168185.fa	spire_mag_01168185	SPIRE MAG	MAG / uncultured	novel sp.	SGM	6.556	64.58	87.87	11.19	absent	absent	absent		96.36	2.08	terrestrial	not applicable (MAG)	not applicable (MAG)	MAG	87.87	331	draft			CheckM2 v1.0.1 (this study)	95.32	2.02	95.32
spire_mag_01603410.fa	spire_mag_01603410	SPIRE MAG	MAG / uncultured	novel sp.	SGM	6.52	64.55	87.91	11.18	absent	absent	absent		99.72	2.2	terrestrial	not applicable (MAG)	not applicable (MAG)	MAG	87.91	315	draft			CheckM2 v1.0.1 (this study)	99.47	2.05	99.47
spire_mag_02370601.fa	spire_mag_02370601	SPIRE MAG	MAG / uncultured	novel sp.	SGM	6.346	64.59	88.16	11.24	absent	absent	absent		99.42	0.54	terrestrial	not applicable (MAG)	not applicable (MAG)	MAG	88.16	652	draft			CheckM2 v1.0.1 (this study)	98.94	0.52	98.94
spire_mag_01825260.fa	spire_mag_01825260	SPIRE MAG	MAG / uncultured	novel sp.	SGM	5.341	65.09	89.79	11.11	present	absent	absent		99.98	3.28	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	89.79	199	draft			CheckM2 v1.0.1 (this study)	99.96	3.41	99.96
GB_GCA_021654635.1	GCA_021654635.1	GTDB reference	Cultured isolate	Mycobacterium kiyosense	SGM	6.346	67.08	89.95	11.06	absent	absent	absent					Mycobacterium kiyosense	Mycobacterium	non_pathogen	89.6	1	closed	85.34	0.83	complete by definition (isolate)			100
RS_GCF_013466425.1	GCF_013466425.1	GTDB reference	Cultured isolate	Mycobacterium vicinigordonae	SGM	6.267	65.35	90.52	11.07	absent	absent	absent					Mycobacterium vicinigordonae	Mycobacterium	non_pathogen	92.14	1	closed	98.7	1.01	complete by definition (isolate)			100
GB_GCA_022841565.1	GCA_022841565.1	GTDB reference	MAG / uncultured	Mycobacterium sp022841565	SGM	6.084	65.67	90.42	10.76	absent	absent	present					Mycobacterium sp.	not validly named	non_pathogen	90.53	697	draft			CheckM2 v1.0.1 (this study)	99.94	2.29	99.94
RS_GCF_002101675.1	GCF_002101675.1	GTDB reference	NTM (isolate)	Mycobacterium gordonae	SGM	7.602	66.59	87.98	10.82	absent	absent	absent					Mycobacterium gordonae	Mycobacterium	opportunistic_pathogen	91.12	260	draft	99.29	2.91	complete by definition (isolate)			100
spire_mag_02394504.fa	spire_mag_02394504	SPIRE MAG	MAG / uncultured	Mycobacterium gordonae	SGM	5.939	66.45	91.42	11.09	absent	absent	absent		93.78	0.31	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	91.42	764	draft			CheckM2 v1.0.1 (this study)	93.72	0.32	93.72
RS_GCF_017086405.1	GCF_017086405.1	GTDB reference	Cultured isolate	Mycobacterium gordonae_D	SGM	7.32	66.67	86.19	10.44	absent	absent	absent					Mycobacterium camsae	Mycobacterium	non_pathogen	90.54	2	draft	98.78	1.26	complete by definition (isolate)			100
RS_GCF_003614435.1	GCF_003614435.1	GTDB reference	Cultured isolate	Mycobacterium paragordonae	SGM	7.224	66.89	90.3	10.91	present	absent	absent					Mycobacterium paragordonae	Mycobacterium	non_pathogen	92.07	5	draft	98.89	1.14	complete by definition (isolate)			100
spire_mag_01733412.fa	spire_mag_01733412	SPIRE MAG	MAG / uncultured	Mycobacterium paragordonae	SGM	6.588	66.9	92.73	11.04	present	absent	absent		99.99	1.73	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.73	69	draft			CheckM2 v1.0.1 (this study)	100	1.65	100
spire_mag_01882615.fa	spire_mag_01882615	SPIRE MAG	MAG / uncultured	Mycobacterium paragordonae	SGM	7.248	66.48	91.12	11.1	present	absent	absent	low salinity	99.98	0.89	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	91.12	294	draft			CheckM2 v1.0.1 (this study)	99.99	0.76	99.99
RS_GCF_031583025.1	GCF_031583025.1	GTDB reference	Cultured isolate	Mycobacterium gordonae_B	SGM	6.791	67.27	88.91	10.86	absent	absent	absent					Mycobacterium pumcae	Mycobacterium	non_pathogen	92.54	1	closed			complete by definition (isolate)			100
RS_GCF_030755175.1	GCF_030755175.1	GTDB reference	MAG / uncultured	Mycobacterium sp003987775	SGM	6.899	67.14	89.99	10.66	absent	absent	absent					Mycobacterium sp. TY814	not validly named	non_pathogen	92.58	9	draft	99.3	1.01	CheckM2 v1.0.1 (this study)	100	0.47	100
GB_GCA_032162485.1	GCA_032162485.1	GTDB reference	MAG / uncultured	Mycobacterium sp032162485	SGM	4.305	65.06	91.63	11.35	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.9	896	draft	74.36	4.08	CheckM2 v1.0.1 (this study)	75.35	2.81	75.35
GB_GCA_032162865.1	GCA_032162865.1	GTDB reference	MAG / uncultured	Mycobacterium sp032162865	SGM	4.75	65.05	91.66	11.45	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92	610	draft			CheckM2 v1.0.1 (this study)	83.5	1.39	83.5
RS_GCF_000613245.1	GCF_000613245.1	GTDB reference	NTM (isolate)	Mycobacterium asiaticum	SGM	5.939	66.31	87.6	11.32	absent	absent	absent					Mycobacterium asiaticum DSM 44297	Mycobacterium	opportunistic_pathogen	92.9	10	draft	95.58	0.77	complete by definition (isolate)			100
RS_GCF_001668675.1	GCF_001668675.1	GTDB reference	Cultured isolate	Mycobacterium asiaticum_D	SGM	6.035	66.82	89.72	11.21	absent	absent	absent					Mycobacterium asiaticum	Mycobacterium	non_pathogen	92.82	337	draft	98.41	1.39	complete by definition (isolate)			100
RS_GCF_001673635.1	GCF_001673635.1	GTDB reference	Cultured isolate	Mycobacterium asiaticum_C	SGM	5.773	66.71	91.32	11.22	absent	absent	absent					Mycobacterium asiaticum	Mycobacterium	non_pathogen	93.04	86	draft	99.16	0.67	complete by definition (isolate)			100
RS_GCF_001673315.1	GCF_001673315.1	GTDB reference	Cultured isolate	Mycobacterium asiaticum_B	SGM	5.432	65.48	89.61	11.29	absent	absent	absent					Mycobacterium asiaticum	Mycobacterium	non_pathogen	92.27	154	draft	98.59	0.17	complete by definition (isolate)			100
RS_GCF_001673365.1	GCF_001673365.1	GTDB reference	Cultured isolate	Mycobacterium asiaticum_A	SGM	5.888	65.3	89.54	11.16	absent	absent	absent					Mycobacterium asiaticum	Mycobacterium	non_pathogen	92.51	226	draft	97.44	0.53	complete by definition (isolate)			100
spire_mag_00709072.fa	spire_mag_00709072	SPIRE MAG	MAG / uncultured	novel sp.	SGM	3.132	64.98	91.66	11.07	absent	absent	absent		95.02	0.5		not applicable (MAG)	not applicable (MAG)	MAG	91.66	309	draft			CheckM2 v1.0.1 (this study)	95.12	0.51	95.12
spire_mag_00709178.fa	spire_mag_00709178	SPIRE MAG	MAG / uncultured	novel sp.	SGM	3.215	64.13	91.7	11.06	absent	absent	absent		93.31	0.89		not applicable (MAG)	not applicable (MAG)	MAG	91.7	221	draft			CheckM2 v1.0.1 (this study)	93.14	0.89	93.14
spire_mag_00709327.fa	spire_mag_00709327	SPIRE MAG	MAG / uncultured	novel sp.	SGM	3.327	63.97	91.4	11.05	absent	absent	absent		92.22	0.12		not applicable (MAG)	not applicable (MAG)	MAG	91.4	172	draft			CheckM2 v1.0.1 (this study)	93.61	0.12	93.61
spire_mag_00709154.fa	spire_mag_00709154	SPIRE MAG	MAG / uncultured	novel sp.	SGM	4.866	66.21	92.11	11.13	absent	absent	absent		99.82	0.23		not applicable (MAG)	not applicable (MAG)	MAG	92.11	63	draft			CheckM2 v1.0.1 (this study)	99.9	0.2	99.9
spire_mag_00709551.fa	spire_mag_00709551	SPIRE MAG	MAG / uncultured	novel sp.	SGM	4.894	66.24	92.2	11.15	absent	absent	absent		99.98	0.26		not applicable (MAG)	not applicable (MAG)	MAG	92.2	65	draft			CheckM2 v1.0.1 (this study)	99.99	0.22	99.99
spire_mag_00709385.fa	spire_mag_00709385	SPIRE MAG	MAG / uncultured	novel sp.	SGM	3.997	66.36	92.22	11.2	absent	absent	absent		93.07	0.46		not applicable (MAG)	not applicable (MAG)	MAG	92.22	260	draft			CheckM2 v1.0.1 (this study)	93.5	0.44	93.5
RS_GCF_002086275.1	GCF_002086275.1	GTDB reference	Cultured isolate	Mycobacterium intermedium	SGM	6.818	65.78	88.46	11.14	absent	absent	absent					Mycobacterium intermedium	Mycobacterium	non_pathogen	91.81	384	draft	98.54	1.83	complete by definition (isolate)			100
RS_GCF_010723575.1	GCF_010723575.1	GTDB reference	Cultured isolate	Mycobacterium bourgelatii	SGM	6.913	65.73	87.03	11.08	absent	absent	absent					Mycobacterium bourgelatii	Mycobacterium	non_pathogen	91.41	2	draft	98.36	0.85	complete by definition (isolate)			100
RS_GCF_001673155.1	GCF_001673155.1	GTDB reference	MAG / uncultured	Mycobacterium sp001673155	SGM	5.352	66.23	89.01	11.12	absent	absent	absent					Mycobacterium sp. 1423905.2	not validly named	non_pathogen	92.54	369	draft	97.24	2.48	CheckM2 v1.0.1 (this study)	100	2.73	100
RS_GCF_015689175.1	GCF_015689175.1	GTDB reference	Cultured isolate	Mycobacterium kubicae	SGM	6.017	66.01	86.02	11.2	absent	absent	absent					Mycobacterium kubicae	Mycobacterium	non_pathogen	91.42	3	draft	97.66	0.67	complete by definition (isolate)			100
RS_GCF_002116635.1	GCF_002116635.1	GTDB reference	NTM (isolate)	Mycobacterium szulgai	SGM	6.673	65.85	89.29	10.57	present	absent	absent					Mycobacterium szulgai	Mycobacterium	opportunistic_pathogen	92.47	178	draft	99.08	0.78	complete by definition (isolate)			100
RS_GCF_025822405.1	GCF_025822405.1	GTDB reference	Cultured isolate	Mycobacterium angelicum	SGM	6.674	66.36	87.77	10.57	present	absent	absent					Mycobacterium angelicum	Mycobacterium	non_pathogen	92.63	65	draft	98.91	0.5	complete by definition (isolate)			100
RS_GCF_900232995.1	GCF_900232995.1	GTDB reference	Cultured isolate	Mycobacterium simulans	SGM	6.192	64.66	85.5	10.84	present	absent	absent					Mycobacterium simulans	Mycobacterium	non_pathogen	91.26	105	draft	98.81	0.47	complete by definition (isolate)			100
RS_GCF_963853645.1	GCF_963853645.1	GTDB reference	NTM (isolate)	Mycobacterium riyadhense	SGM	6.635	65.55	84.27	10.37	present	absent	absent					Mycobacterium riyadhense	Mycobacterium	opportunistic_pathogen	90.74	3	draft	99.04	1.08	complete by definition (isolate)			100
RS_GCF_000157895.3	GCF_000157895.3	GTDB reference	NTM (isolate)	Mycobacterium kansasii	SGM	6.577	66.23	86.41	10.66	present	absent	absent					Mycobacterium kansasii ATCC 12478	Mycobacterium	opportunistic_pathogen	89.53	2	draft	99.26	0.88	complete by definition (isolate)			100
RS_GCF_900566085.1	GCF_900566085.1	GTDB reference	Cultured isolate	Mycobacterium attenuatum	SGM	6.528	65.79	84.48	10.71	present	absent	absent					Mycobacterium attenuatum	Mycobacterium	non_pathogen	88.86	230	draft	99.19	1.45	complete by definition (isolate)			100
RS_GCF_900566075.1	GCF_900566075.1	GTDB reference	Cultured isolate	Mycobacterium pseudokansasii	SGM	6.426	66.21	83.31	10.69	present	absent	absent					Mycobacterium pseudokansasii	Mycobacterium	non_pathogen	88.67	2	draft	99.49	0.57	complete by definition (isolate)			100
RS_GCF_002086675.1	GCF_002086675.1	GTDB reference	Cultured isolate	Mycobacterium persicum	SGM	6.172	66.2	84.83	10.81	present	absent	absent					Mycobacterium persicum	Mycobacterium	non_pathogen	89.06	387	draft	99.16	0.5	complete by definition (isolate)			100
RS_GCF_900566055.1	GCF_900566055.1	GTDB reference	Cultured isolate	Mycobacterium innocens	SGM	6.187	66.1	82.81	10.89	present	absent	absent					Mycobacterium innocens	Mycobacterium	non_pathogen	88.48	361	draft	98.65	0.58	complete by definition (isolate)			100
RS_GCF_002102175.1	GCF_002102175.1	GTDB reference	Cultured isolate	Mycobacterium gastri	SGM	5.817	66.2	84.84	10.77	present	absent	absent					Mycobacterium gastri	Mycobacterium	non_pathogen	89.06	154	draft	98.94	0.35	complete by definition (isolate)			100
RS_GCF_002705925.1	GCF_002705925.1	GTDB reference	Cultured isolate	Mycobacterium ostraviense	SGM	6.101	66.19	82.84	10.84	present	absent	absent					Mycobacterium ostraviense	Mycobacterium	non_pathogen	88.56	200	draft	98.78	0.85	complete by definition (isolate)			100
RS_GCF_008370645.1	GCF_008370645.1	GTDB reference	Cultured isolate	Mycobacterium simiae_A	SGM	5.729	64.76	83.46	10.54	present	absent	absent					Mycobacterium simiae	Mycobacterium	non_pathogen	88.98	709	draft	98.01	0.51	complete by definition (isolate)			100
RS_GCF_003391395.1	GCF_003391395.1	GTDB reference	NTM (isolate)	Mycobacterium marinum	SGM	6.453	65.72	87.75	10.63	present	absent	absent					Mycobacterium marinum	Mycobacterium	opportunistic_pathogen	90.38	1	closed	97.19	1.58	complete by definition (isolate)			100
RS_GCF_900292015.1	GCF_900292015.1	GTDB reference	Cultured isolate	Mycobacterium basiliense	SGM	5.608	65.02	88.21	10.61	present	absent	absent					Mycobacterium basiliense	Mycobacterium	non_pathogen	90.77	1	closed	98.74	0.62	complete by definition (isolate)			100
RS_GCF_000195955.2	GCF_000195955.2	GTDB reference	Pathogen (isolate)	Mycobacterium tuberculosis	SGM	4.412	65.61	89.72	10.51	present	absent	absent					Mycobacterium tuberculosis H37Rv	Mycobacterium	obligate_pathogen	90.65	1	closed	97.78	0.37	complete by definition (isolate)			100
RS_GCF_963853665.1	GCF_963853665.1	GTDB reference	Pathogen (isolate)	Mycobacterium decipiens	SGM	5.303	65.54	87.25	10.87	present	absent	absent					Mycobacterium decipiens	Mycobacterium	obligate_pathogen	90.95	1	closed	96.96	0.86	complete by definition (isolate)			100
